movie_match,...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,book_year_str,book_year,book_movie_years,ROI
"The Prince of Tides,1991",2628,"The Prince of Tides (1986), Pat Conroy",The Prince of Tides (1991),The Prince of Tides,1991,"The Prince of Tides,1991",tt0102713,The Prince of Tides,The Prince of Tides,0,1991,132,"Drama,Romance",Drama,Romance,NA,6.8,20895,The Prince of Tides,The Prince of Tides,Pat Conroy,"The Prince of Tides,Pat Conroy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210,2210,"Dec 25, 1991",The Prince of Tides,30000000,74787599,74787599,2201,1986,1986,5,1.4929199666666666
"The Princess Bride,1987",2629,"The Princess Bride (1973), William Goldman",The Princess Bride (1987),The Princess Bride,1987,"The Princess Bride,1987",tt0093779,The Princess Bride,The Princess Bride,0,1987,98,"Adventure,Comedy,Family",Adventure,Comedy,Family,8,474511,The Princess Bride,The Princess Bride,William Goldman,"The Princess Bride,William Goldman",The Princess Bride,"[""William Goldman""]",4.27,905362,NA,NA,NA,NA,NA,NA,NA,3568,3568,"Sep 25, 1987",The Princess Bride,15000000,30857000,31048738,3501,1973,1973,14,1.0699158666666666
"The Princess Diaries 2: Royal Engagement,2004",2631,"The Princess Diaries (2000–2009) (series), Meg Cabot",The Princess Diaries 2: Royal Engagement (2004),The Princess Diaries 2: Royal Engagement,2004,"The Princess Diaries 2: Royal Engagement,2004",tt0368933,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,0,2004,113,"Comedy,Family,Romance",Comedy,Family,Romance,5.9,95171,The Princess Diaries 2: Royal Engagement,The Princess Diaries,Meg Cabot,"The Princess Diaries,Meg Cabot",The Princess Diaries,"[""Meg Cabot""]",3.81,255530,NA,NA,NA,NA,NA,NA,NA,1529,1529,"Aug 11, 2004",The Princess Diaries 2: Royal Engagement,45000000,95149435,134713435,1501,2000,2000,4,1.9936318888888889
"The Prisoner of Zenda,1979",2639,"The Prisoner of Zenda (1894), Anthony Hope",The Prisoner of Zenda (1979),The Prisoner of Zenda,1979,"The Prisoner of Zenda,1979",tt0079753,The Prisoner of Zenda,The Prisoner of Zenda,0,1979,108,"Adventure,Comedy",Adventure,Comedy,NA,5.2,1448,The Prisoner of Zenda,The Prisoner of Zenda,Anthony Hope,"The Prisoner of Zenda,Anthony Hope",The Prisoner of Zenda,"[""Anthony Hope""]",3.84,21435,NA,NA,NA,NA,NA,NA,NA,3883,3883,"May 25, 1979",The Prisoner of Zenda,12500000,7000000,7000000,3801,1894,1894,85,-0.44
"The Quiet American,2002",2667,"The Quiet American (1955), Graham Greene",The Quiet American (2002),The Quiet American,2002,"The Quiet American,2002",tt0258068,The Quiet American,The Quiet American,0,2002,101,"Drama,Romance,Thriller",Drama,Romance,Thriller,7,30732,The Quiet American,The Quiet American,Graham Greene,"The Quiet American,Graham Greene",The Quiet American,"[""Graham Greene""]",3.97,64071,NA,NA,NA,NA,NA,NA,NA,3083,3083,"Nov 22, 2002",The Quiet American,20000000,12987647,26348203,3001,1955,1955,47,0.31741015
"The Rainmaker,1997",2678,"The Rainmaker (1995), John Grisham",The Rainmaker (1997),The Rainmaker,1997,"The Rainmaker,1997",tt0119978,The Rainmaker,The Rainmaker,0,1997,135,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.2,88917,The Rainmaker,The Rainmaker,John Grisham,"The Rainmaker,John Grisham",The Rainmaker,"[""John Grisham""]",4,197551,NA,NA,NA,NA,NA,NA,NA,1739,1739,"Nov 21, 1997",The Rainmaker,40000000,47159786,47159786,1701,1995,1995,2,0.17899465
"The Reader,2008",2688,"The Reader (1995), Bernhard Schlink",The Reader (2008),The Reader,2008,"The Reader,2008",tt0976051,The Reader,The Reader,0,2008,124,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.6,270993,The Reader,The Reader,Bernhard Schlink,"The Reader,Bernhard Schlink",The Reader,"[""Bernhard Schlink""]",3.78,212978,NA,NA,NA,NA,NA,NA,NA,2127,2127,"Dec 10, 2008",The Reader,32500000,34194407,112964875,2101,1995,1995,13,2.4758423076923077
"The Remains of the Day,1993",2704,"The Remains of the Day (1989), Ishiguro",The Remains of the Day (1993),The Remains of the Day,1993,"The Remains of the Day,1993",tt0107943,The Remains of the Day,The Remains of the Day,0,1993,134,"Drama,Romance",Drama,Romance,NA,7.8,90407,The Remains of the Day,The Remains of the Day,Ishiguro,"The Remains of the Day,Ishiguro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3586,3586,"Nov 5, 1993",The Remains of the Day,15000000,22954968,63954968,3501,1989,1989,4,3.2636645333333334
"The Return of the Living Dead,1985",2711,"Return of the Living Dead (1977), John Russo",The Return of the Living Dead (1985),The Return of the Living Dead,1985,"The Return of the Living Dead,1985",tt0089907,The Return of the Living Dead,The Return of the Living Dead,0,1985,91,"Comedy,Horror,Sci-Fi",Comedy,Horror,Sci-Fi,7.3,75204,The Return of the Living Dead,Return of the Living Dead,John Russo,"Return of the Living Dead,John Russo",NA,NA,3.35,227,NA,NA,NA,NA,NA,NA,NA,5260,5260,"Aug 16, 1985",The Return of the Living Dead,4000000,14237880,14238828,5201,1977,1977,8,2.559707
"The Ring,2002",2736,"Ring (リング, Ringu) (1991), Koji Suzuki",The Ring (2002),The Ring,2002,"The Ring,2002",tt0298130,The Ring,The Ring,0,2002,115,"Horror,Mystery",Horror,Mystery,NA,7.1,395113,The Ring,Ring,Koji Suzuki,"Ring,Koji Suzuki",NA,NA,NA,NA,733,"$249,348,933","$129,128,133",51.8%,"$120,220,800",48.2%,2002,1478,1478,"Oct 18, 2002",The Ring,48000000,129094024,248218486,1401,1991,1991,11,4.171218458333334
"The Road,2009",2744,"The Road (2006), Cormac McCarthy",The Road (2009),The Road,2009,"The Road,2009",tt0898367,The Road,The Road,0,2009,111,"Drama,Thriller",Drama,Thriller,NA,7.2,266243,The Road,The Road,Cormac McCarthy,"The Road,Cormac McCarthy",The Road,"[""Cormac McCarthy""]",4.34,196,NA,NA,NA,NA,NA,NA,NA,2700,2700,"Nov 25, 2009",The Road,25000000,8114270,29206732,2601,2006,2006,3,0.16826928
"The Robe,1953",2747,"The Robe (1942), Lloyd C. Douglas",The Robe (1953),The Robe,1953,"The Robe,1953",tt0046247,The Robe,The Robe,0,1953,135,"Drama,History,Romance",Drama,History,Romance,6.7,12581,The Robe,The Robe,Lloyd C. Douglas,"The Robe,Lloyd C. Douglas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4994,4994,"Sep 16, 1953",The Robe,5000000,36000000,36010887,4901,1942,1942,11,6.2021774
"The Rules of Attraction,2002",2797,"The Rules of Attraction (1987), Bret Easton Ellis",The Rules of Attraction (2002),The Rules of Attraction,2002,"The Rules of Attraction,2002",tt0292644,The Rules of Attraction,The Rules of Attraction,0,2002,110,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.6,54885,The Rules of Attraction,The Rules of Attraction,Bret Easton Ellis,"The Rules of Attraction,Bret Easton Ellis",The Rules of Attraction,"[""Bret Easton Ellis""]",3.72,47755,NA,NA,NA,NA,NA,NA,NA,5278,5278,"Oct 11, 2002",The Rules of Attraction,4000000,6525762,11799060,5201,1987,1987,15,1.949765
"The Running Man,1987",2802,"The Running Man (1982), Stephen King[N 33]",The Running Man (1987),The Running Man,1987,"The Running Man,1987",tt0093894,The Running Man,The Running Man,0,1987,101,"Action,Sci-Fi,Thriller",Action,Sci-Fi,Thriller,6.6,180363,The Running Man,The Running Man,Stephen King[N 33],"The Running Man,Stephen King[N 33]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2270,2270,"Nov 13, 1987",The Running Man,30000000,38122000,38122000,2201,1982,1982,5,0.2707333333333333
"The Scarlet Letter,1995",2846,"The Scarlet Letter (1850), Nathaniel Hawthorne",The Scarlet Letter (1995),The Scarlet Letter,1995,"The Scarlet Letter,1995",tt0114345,The Scarlet Letter,The Scarlet Letter,0,1995,135,"Drama,Romance",Drama,Romance,NA,5.3,17136,The Scarlet Letter,The Scarlet Letter,Nathaniel Hawthorne,"The Scarlet Letter,Nathaniel Hawthorne",The Scarlet Letter,"[""Nathaniel Hawthorne""]",3.43,870808,NA,NA,NA,NA,NA,NA,NA,1449,1449,"Oct 13, 1995",The Scarlet Letter,50000000,10359006,10359006,1401,1850,1850,145,-0.79281988
"The Second Best Exotic Marigold Hotel,2015",3149,"These Foolish Things (2004), Deborah Moggach",The Second Best Exotic Marigold Hotel (2015),The Second Best Exotic Marigold Hotel,2015,"The Second Best Exotic Marigold Hotel,2015",tt2555736,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,0,2015,122,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.5,37270,The Second Best Exotic Marigold Hotel,These Foolish Things,Deborah Moggach,"These Foolish Things,Deborah Moggach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4167,4167,"Feb 26, 2015",The Second Best Exotic Marigold Hotel,10000000,33078266,89400862,4101,2004,2004,11,7.9400862
"The Secret Life of Bees,2008",2878,"The Secret Life of Bees (2002), Sue Monk Kidd",The Secret Life of Bees (2008),The Secret Life of Bees,2008,"The Secret Life of Bees,2008",tt0416212,The Secret Life of Bees,The Secret Life of Bees,0,2008,114,Drama,Drama,NA,NA,7.2,29358,The Secret Life of Bees,The Secret Life of Bees,Sue Monk Kidd,"The Secret Life of Bees,Sue Monk Kidd",The Secret Life of Bees,"[""Sue Monk Kidd""]",4.09,1298713,NA,NA,NA,NA,NA,NA,NA,4059,4059,"Oct 17, 2008",The Secret Life of Bees,11000000,37780486,39994347,4001,2002,2002,6,2.6358497272727273
"The Shaggy Dog,2006",1623,"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Shaggy Dog (2006),The Shaggy Dog,2006,"The Shaggy Dog,2006",tt0393735,The Shaggy Dog,The Shaggy Dog,0,2006,98,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,4.4,20802,The Shaggy Dog,The Hound of Florence,Felix Salten,"The Hound of Florence,Felix Salten",The Hound of Florence,"[""Felix Salten""]",2.68,NA,NA,NA,NA,NA,NA,NA,NA,1102,1102,"Mar 10, 2006",The Shaggy Dog,60000000,61123569,87123569,1101,1923,1923,83,0.45205948333333335
"The Shining,1980",2918,"The Shining (1977), Stephen King",The Shining (1980),The Shining,1980,"The Shining,1980",tt0081505,The Shining,The Shining,0,1980,146,"Drama,Horror",Drama,Horror,NA,8.4,1189263,The Shining,The Shining,Stephen King,"The Shining,Stephen King",The Shining,"[""Stephen King""]",4.27,1510101,NA,NA,NA,NA,NA,NA,NA,3199,3199,"May 23, 1980",The Shining,19000000,45634750,46821136,3101,1977,1977,3,1.4642703157894736
"The Shipping News,2001",2920,"The Shipping News (1993), Annie Proulx",The Shipping News (2001),The Shipping News,2001,"The Shipping News,2001",tt0120824,The Shipping News,The Shipping News,0,2001,111,Drama,Drama,NA,NA,6.7,34579,The Shipping News,The Shipping News,Annie Proulx,"The Shipping News,Annie Proulx",The Shipping News,"[""Annie Proulx""]",3.88,146802,NA,NA,NA,NA,NA,NA,NA,2059,2059,"Dec 25, 2001",The Shipping News,35000000,11405825,24405825,2001,1993,1993,8,-0.3026907142857143
"The Silence of the Lambs,1991",2931,"The Silence of the Lambs (1988), Thomas Harris",The Silence of the Lambs (1991),The Silence of the Lambs,1991,"The Silence of the Lambs,1991",tt0102926,The Silence of the Lambs,The Silence of the Lambs,0,1991,118,"Crime,Drama,Horror",Crime,Drama,Horror,8.6,1669037,The Silence of the Lambs,The Silence of the Lambs,Thomas Harris,"The Silence of the Lambs,Thomas Harris",NA,NA,4.25,552417,657,"$272,742,922","$130,742,922",47.9%,"$142,000,000",52.1%,1991,2928,2928,"Feb 14, 1991",The Silence of the Lambs,20000000,130726716,275726375,2901,1988,1988,3,12.78631875
"The Spy Who Loved Me,1977",2997,"The Spy Who Loved Me (1962), Ian Fleming",The Spy Who Loved Me (1977),The Spy Who Loved Me,1977,"The Spy Who Loved Me,1977",tt0076752,The Spy Who Loved Me,The Spy Who Loved Me,0,1977,125,"Action,Adventure,Thriller",Action,Adventure,Thriller,7,121974,The Spy Who Loved Me,The Spy Who Loved Me,Ian Fleming,"The Spy Who Loved Me,Ian Fleming",The Spy Who Loved Me,"[""Ian Fleming""]",3.4,13613,NA,NA,NA,NA,NA,NA,NA,3723,3723,"Jul 13, 1977",The Spy Who Loved Me,14000000,46800000,185400000,3701,1962,1962,15,12.242857142857142
"The Stepford Wives,2004",3017,"The Stepford Wives (1972), Ira Levin",The Stepford Wives (2004),The Stepford Wives,2004,"The Stepford Wives,2004",tt0327162,The Stepford Wives,The Stepford Wives,0,2004,93,"Comedy,Horror,Sci-Fi",Comedy,Horror,Sci-Fi,5.4,72683,The Stepford Wives,The Stepford Wives,Ira Levin,"The Stepford Wives,Ira Levin",The Stepford Wives,"[""Ira Levin""]",3.84,42604,NA,NA,NA,NA,NA,NA,NA,517,517,"Jun 11, 2004",The Stepford Wives,100000000,59475623,96150482,501,1972,1972,32,-0.03849518
"The Sum of All Fears,2002",3039,"The Sum of All Fears (1991), Tom Clancy",The Sum of All Fears (2002),The Sum of All Fears,2002,"The Sum of All Fears,2002",tt0164184,The Sum of All Fears,The Sum of All Fears,0,2002,124,"Action,Drama,Thriller",Action,Drama,Thriller,6.5,131695,The Sum of All Fears,The Sum of All Fears,Tom Clancy,"The Sum of All Fears,Tom Clancy",The Sum of All Fears,"[""Tom Clancy""]",4.07,63097,992,"$193,921,372","$118,907,036",61.3%,"$75,014,336",38.7%,2002,958,958,"May 31, 2002",The Sum of All Fears,68000000,118471320,193500000,901,1991,1991,11,1.8455882352941178
"The Taking of Pelham 123,2009",3063,"The Taking of Pelham One Two Three (1973), Morton Freedgood[N 6]",The Taking of Pelham 123 (2009),The Taking of Pelham 123,2009,"The Taking of Pelham 123,2009",tt1111422,The Taking of Pelham 123,The Taking of Pelham 123,0,2009,106,"Action,Crime,Thriller",Action,Crime,Thriller,6.4,214939,The Taking of Pelham 123,The Taking of Pelham One Two Three,Morton Freedgood[N 6],"The Taking of Pelham One Two Three,Morton Freedgood[N 6]",NA,NA,3.76,2311,NA,NA,NA,NA,NA,NA,NA,450,450,"Jun 12, 2009",The Taking of Pelham 123,110000000,65452312,152364370,401,1973,1973,36,0.38513063636363637
"The Taking of Pelham One Two Three,1974",3061,"The Taking of Pelham One Two Three (1973), Morton Freedgood[N 6]",The Taking of Pelham One Two Three (1974),The Taking of Pelham One Two Three,1974,"The Taking of Pelham One Two Three,1974",tt0072251,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three,0,1974,104,"Action,Crime,Thriller",Action,Crime,Thriller,7.6,39913,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three,Morton Freedgood[N 6],"The Taking of Pelham One Two Three,Morton Freedgood[N 6]",NA,NA,3.76,2311,NA,NA,NA,NA,NA,NA,NA,5355,5355,"Oct 2, 1974",The Taking of Pelham One Two Three,3800000,0,353,5301,1973,1973,1,-0.9999071052631578
"The Talented Mr. Ripley,1999",3074,"The Talented Mr. Ripley (1955), Patricia Highsmith",The Talented Mr. Ripley (1999),The Talented Mr. Ripley,1999,"The Talented Mr. Ripley,1999",tt0134119,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,139,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.4,265216,The Talented Mr. Ripley,The Talented Mr. Ripley,Patricia Highsmith,"The Talented Mr. Ripley,Patricia Highsmith",The Talented Mr. Ripley,"[""Patricia Highsmith""]",3.94,95085,NA,NA,NA,NA,NA,NA,NA,1695,1695,"Dec 24, 1999",The Talented Mr. Ripley,40000000,81292135,128792130,1601,1955,1955,44,2.21980325
"The Three Musketeers,2011",3236,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",The Three Musketeers (2011),The Three Musketeers,2011,"The Three Musketeers,2011",tt1509767,The Three Musketeers,The Three Musketeers,0,2011,110,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.7,114751,The Three Musketeers,The Three Musketeers,"Alexandre Dumas, père","The Three Musketeers,Alexandre Dumas, père",NA,NA,4.09,325818,NA,NA,NA,NA,NA,NA,NA,632,632,"Oct 21, 2011",The Three Musketeers,90000000,20377913,139877913,601,1844,1844,167,0.5541990333333333
"The Tigger Movie,2000",3543,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",The Tigger Movie (2000),The Tigger Movie,2000,"The Tigger Movie,2000",tt0220099,The Tigger Movie,The Tigger Movie,0,2000,77,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.4,21370,The Tigger Movie,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,4.36,329906,NA,NA,NA,NA,NA,NA,NA,2973,2973,"Feb 11, 2000",The Tigger Movie,20000000,45542421,96147688,2901,1926,1926,74,3.8073844
"The Time Machine,2002",3257,"The Time Machine (1895), H. G. Wells",The Time Machine (2002),The Time Machine,2002,"The Time Machine,2002",tt0268695,The Time Machine,The Time Machine,0,2002,96,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6,134336,The Time Machine,The Time Machine,H. G. Wells,"The Time Machine,H. G. Wells",NA,NA,4.1,56188,NA,NA,NA,NA,NA,NA,NA,752,752,"Mar 8, 2002",The Time Machine,80000000,56684819,98983590,701,1895,1895,107,0.237294875
"The Trouble with Harry,1955",3318,"The Trouble with Harry (1950), Jack Trevor Story",The Trouble with Harry (1955),The Trouble with Harry,1955,"The Trouble with Harry,1955",tt0048750,The Trouble with Harry,The Trouble with Harry,0,1955,99,"Comedy,Mystery",Comedy,Mystery,NA,7,43445,The Trouble with Harry,The Trouble with Harry,Jack Trevor Story,"The Trouble with Harry,Jack Trevor Story",The Trouble with Harry,"[""Jack Trevor Story""]",3.64,404,NA,NA,NA,NA,NA,NA,NA,6032,6032,"Oct 3, 1955",The Trouble with Harry,1200000,7000000,7000000,6001,1950,1950,5,4.833333333333333
"The Twilight Saga: Eclipse,2010",3339,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",The Twilight Saga: Eclipse (2010),The Twilight Saga: Eclipse,2010,"The Twilight Saga: Eclipse,2010",tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,0,2010,124,"Action,Adventure,Drama",Action,Adventure,Drama,5.1,275291,The Twilight Saga: Eclipse,Twilight,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer","Twilight,Twilight (2005–2008) (series)[N 11], Stephenie Meyer",NA,NA,NA,NA,156,"$698,513,085","$300,531,751",43%,"$397,981,334",57%,2010,956,956,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,705146066,901,2005,2005,5,9.3697950882352945
"The Twilight Saga: New Moon,2009",3338,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",The Twilight Saga: New Moon (2009),The Twilight Saga: New Moon,2009,"The Twilight Saga: New Moon,2009",tt1259571,The Twilight Saga: New Moon,The Twilight Saga: New Moon,0,2009,130,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,4.8,315384,The Twilight Saga: New Moon,Twilight,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer","Twilight,Twilight (2005–2008) (series)[N 11], Stephenie Meyer",NA,NA,NA,NA,148,"$711,048,123","$297,816,253",41.9%,"$413,231,870",58.1%,2009,1324,1324,"Nov 19, 2009",The Twilight Saga: New Moon,50000000,296623634,687556547,1301,2005,2005,4,12.75113094
"The Wedding Date,2005",240,"Asking for Trouble (2001), Elizabeth Young",The Wedding Date (2005),The Wedding Date,2005,"The Wedding Date,2005",tt0372532,The Wedding Date,The Wedding Date,0,2005,90,"Comedy,Romance",Comedy,Romance,NA,6.1,58458,The Wedding Date,Asking for Trouble,Elizabeth Young,"Asking for Trouble,Elizabeth Young",Asking for Trouble,"[""Elizabeth Young""]",3.6,8985,NA,NA,NA,NA,NA,NA,NA,3567,3567,"Feb 4, 2005",The Wedding Date,15000000,31726995,47175038,3501,2001,2001,4,2.1450025333333333
"The Witches,2020",3562,"The Witches (1983), Roald Dahl",The Witches (2020),The Witches,2020,"The Witches,2020",tt0805647,The Witches,The Witches,0,2020,106,"Adventure,Comedy,Family",Adventure,Comedy,Family,5.4,49926,The Witches,The Witches,Roald Dahl,"The Witches,Roald Dahl",The Witches,"[""Roald Dahl""]",4.18,399607,NA,NA,NA,NA,NA,NA,NA,544,544,"Oct 22, 2020",The Witches,100000000,0,29100000,501,1983,1983,37,-0.709
"The Wiz,1978",3604,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wiz (1978),The Wiz,1978,"The Wiz,1978",tt0078504,The Wiz,The Wiz,0,1978,134,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,5.6,18830,The Wiz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,NA,NA,NA,NA,NA,NA,NA,2770,2770,"Oct 24, 1978",The Wiz,24000000,22000000,22000000,2701,1900,1900,78,-0.08333333333333333
"The Wizard of Oz,1939",3598,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1939),The Wizard of Oz,1939,"The Wizard of Oz,1939",tt0032138,The Wizard of Oz,The Wizard of Oz,0,1939,102,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,8.1,457523,The Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,NA,NA,NA,NA,NA,NA,NA,5606,5606,"Aug 25, 1939",The Wizard of Oz,2777000,35572006,35883231,5601,1900,1900,39,11.921581202736766
